date,country,country_name,region,location,transit,workplace,residential,retail_recr,grocery_pharm,parks
2020-05-21,MZ,Mozambique,NA,Maputo,NA,NA,NA,-0.24,-0.1,-0.46
2020-05-21,MZ,Mozambique,NA,Nampula Province,NA,NA,NA,-0.18,0.02,NA
2020-05-21,MZ,Mozambique,NA,Sofala Province,NA,NA,NA,-0.17,0.02,-0.1
2020-05-21,MZ,Mozambique,NA,Zambezia Province,NA,0.07,NA,NA,NA,NA
2020-05-21,"NA",Namibia,NA,Erongo Region,NA,NA,NA,-0.25,-0.06,-0.09
2020-05-21,"NA",Namibia,NA,Karas Region,NA,-0.65,NA,NA,NA,NA
2020-05-21,"NA",Namibia,NA,Khomas Region,NA,NA,NA,-0.43,-0.28,-0.57
2020-05-21,"NA",Namibia,NA,Omusati Region,NA,-0.6,NA,NA,NA,NA
2020-05-21,"NA",Namibia,NA,Oshikoto Region,NA,-0.57,NA,NA,NA,NA
2020-05-21,"NA",Namibia,NA,Zambezi Region,NA,-0.59,NA,NA,NA,NA
2020-05-21,NL,Netherlands,NA,Drenthe,NA,NA,NA,-0.3,-0.12,3.23
2020-05-21,NL,Netherlands,NA,Friesland,NA,NA,NA,-0.2,-0.07,1.42
2020-05-21,NL,Netherlands,NA,Groningen,NA,NA,NA,-0.41,-0.18,2.59
2020-05-21,NL,Netherlands,NA,North Brabant,NA,NA,NA,-0.36,-0.09,2.29
2020-05-21,NL,Netherlands,NA,Overijssel,NA,NA,NA,-0.37,-0.21,3.93
2020-05-21,NL,Netherlands,NA,Utrecht,NA,NA,NA,-0.4,-0.2,2.12
2020-05-21,NZ,New Zealand,NA,Auckland,NA,NA,NA,-0.25,-0.09,-0.28
2020-05-21,NZ,New Zealand,NA,Canterbury,NA,NA,NA,-0.27,-0.1,-0.42
2020-05-21,NZ,New Zealand,NA,Hawke's Bay,NA,NA,NA,-0.26,-0.14,-0.38
2020-05-21,NZ,New Zealand,NA,Marlborough,NA,NA,NA,-0.33,-0.13,-0.44
2020-05-21,NZ,New Zealand,NA,Northland,NA,NA,NA,-0.34,-0.17,-0.59
2020-05-21,NZ,New Zealand,NA,Southland,NA,NA,NA,-0.25,-0.17,-0.55
2020-05-21,NZ,New Zealand,NA,Tasman,NA,NA,NA,-0.41,-0.29,-0.64
2020-05-21,NZ,New Zealand,NA,Wellington,NA,NA,NA,-0.32,-0.13,-0.36
2020-05-21,NI,Nicaragua,NA,Boaco,NA,-0.19,NA,NA,NA,NA
2020-05-21,NI,Nicaragua,NA,Chinandega,NA,NA,NA,-0.4,-0.28,-0.38
2020-05-21,NI,Nicaragua,NA,Esteli,NA,NA,NA,-0.37,-0.27,-0.19
2020-05-21,NI,Nicaragua,NA,Jinotega,NA,NA,NA,NA,NA,-0.21
2020-05-21,NI,Nicaragua,NA,Madriz,NA,-0.01,NA,NA,NA,NA
2020-05-21,NI,Nicaragua,NA,Masaya,NA,NA,NA,-0.43,-0.36,-0.43
2020-05-21,NI,Nicaragua,NA,North Caribbean Coast Autonomous Region,NA,-0.02,NA,NA,NA,NA
2020-05-21,NI,Nicaragua,NA,Rivas,NA,NA,NA,-0.35,-0.29,-0.43
2020-05-21,NE,Niger,NA,Agadez Region,NA,0.12,NA,NA,NA,NA
2020-05-21,NE,Niger,NA,Niamey Urban Community,NA,NA,NA,-0.05,0.15,-0.06
2020-05-21,NE,Niger,NA,Zinder Region,NA,-0.05,NA,NA,NA,NA
2020-05-21,NG,Nigeria,NA,Abia,NA,NA,NA,-0.43,-0.4,-0.04
2020-05-21,NG,Nigeria,NA,Akwa Ibom,NA,NA,NA,-0.41,-0.32,-0.43
2020-05-21,NG,Nigeria,NA,Bauchi,NA,NA,NA,-0.27,0.07,-0.13
2020-05-21,NG,Nigeria,NA,Benue,NA,NA,NA,-0.24,-0.14,-0.46
2020-05-21,NG,Nigeria,NA,Cross River,NA,NA,NA,-0.16,-0.22,-0.01
2020-05-21,NG,Nigeria,NA,Ebonyi,NA,-0.22,NA,NA,NA,NA
2020-05-21,NG,Nigeria,NA,Ekiti,NA,NA,NA,-0.66,-0.51,NA
2020-05-21,NG,Nigeria,NA,Federal Capital Territory,NA,NA,NA,-0.42,-0.39,-0.41
2020-05-21,NG,Nigeria,NA,Imo,NA,NA,NA,-0.24,-0.23,-0.5
2020-05-21,NG,Nigeria,NA,Kaduna,NA,NA,NA,-0.26,-0.04,-0.31
2020-05-21,NG,Nigeria,NA,Katsina,NA,NA,NA,-0.17,-0.18,-0.2
2020-05-21,NG,Nigeria,NA,Kogi,NA,-0.09,NA,NA,NA,NA
2020-05-21,NG,Nigeria,NA,Lagos,NA,NA,NA,-0.43,-0.27,-0.66
2020-05-21,NG,Nigeria,NA,Niger,NA,NA,NA,-0.37,-0.26,-0.38
2020-05-21,NG,Nigeria,NA,Ondo,NA,NA,NA,-0.25,-0.29,-0.14
2020-05-21,NG,Nigeria,NA,Oyo,NA,NA,NA,-0.29,-0.21,-0.27
2020-05-21,NG,Nigeria,NA,Rivers,NA,NA,NA,-0.33,-0.19,-0.19
2020-05-21,NG,Nigeria,NA,Taraba,NA,-0.24,NA,NA,NA,NA
2020-05-21,NG,Nigeria,NA,Zamfara,NA,NA,NA,NA,NA,-0.23
2020-05-21,NO,Norway,NA,Agder,NA,NA,NA,-0.53,-0.62,2.52
2020-05-21,NO,Norway,NA,Møre og Romsdal,NA,NA,NA,-0.64,-0.69,1.15
2020-05-21,NO,Norway,NA,Oslo,NA,NA,NA,-0.57,-0.66,1.4
2020-05-21,NO,Norway,NA,Troms og Finnmark,NA,NA,NA,-0.73,-0.77,1.03
2020-05-21,NO,Norway,NA,Vestfold og Telemark,NA,NA,NA,-0.52,-0.65,2.97
2020-05-21,NO,Norway,NA,Viken,NA,NA,NA,-0.61,-0.71,3.79
2020-05-21,OM,Oman,NA,Ad Dakhiliyah ​Governorate,NA,NA,NA,-0.3,-0.21,-0.34
2020-05-21,OM,Oman,NA,Al Batinah North Governorate,NA,NA,NA,-0.37,-0.2,-0.33
2020-05-21,OM,Oman,NA,Al Buraymi Governorate,NA,NA,NA,-0.5,-0.25,-0.56
2020-05-21,OM,Oman,NA,Ash Sharqiyah North Governorate,NA,NA,NA,-0.26,-0.19,-0.26
2020-05-21,OM,Oman,NA,Dhofar Governorate,NA,NA,NA,-0.3,-0.16,-0.32
2020-05-21,OM,Oman,NA,Muscat Governorate,NA,NA,NA,-0.58,-0.37,-0.63
2020-05-21,PK,Pakistan,NA,Azad Jammu and Kashmir,NA,NA,NA,-0.14,0.14,0.42
2020-05-21,PK,Pakistan,NA,Federally Administered Tribal Area,NA,NA,NA,NA,NA,0.07
2020-05-21,PK,Pakistan,NA,Islamabad Capital Territory,NA,NA,NA,-0.42,-0.27,-0.39
2020-05-21,PK,Pakistan,NA,Punjab,NA,NA,NA,-0.22,-0.06,-0.1
2020-05-21,PY,Paraguay,NA,Alto Paraná Department,NA,NA,NA,-0.39,-0.24,-0.48
2020-05-21,PY,Paraguay,NA,Asunción,NA,NA,NA,-0.52,-0.32,-0.55
2020-05-21,PY,Paraguay,NA,Caaguazú Department,NA,NA,NA,-0.3,-0.33,-0.31
2020-05-21,PY,Paraguay,NA,Canindeyú Department,NA,NA,NA,-0.39,-0.2,-0.35
2020-05-21,PY,Paraguay,NA,Concepción Department,NA,NA,NA,-0.26,-0.19,-0.37
2020-05-21,PY,Paraguay,NA,Guairá Department,NA,NA,NA,-0.36,-0.31,-0.55
2020-05-21,PY,Paraguay,NA,Misiones Department,NA,NA,NA,-0.41,-0.34,-0.52
2020-05-21,PY,Paraguay,NA,Presidente Hayes Department,NA,NA,NA,-0.42,-0.23,-0.62
2020-05-21,PY,Paraguay,NA,Ñeembucú Department,NA,NA,NA,-0.36,-0.25,-0.4
2020-05-21,PE,Peru,NA,Amazonas,NA,NA,NA,-0.84,NA,-0.47
2020-05-21,PE,Peru,NA,Apurimac,NA,NA,NA,-0.83,-0.59,-0.51
2020-05-21,PE,Peru,NA,Ayacucho,NA,NA,NA,-0.8,-0.49,-0.57
2020-05-21,PE,Peru,NA,Callao Region,NA,NA,NA,-0.74,-0.44,-0.56
2020-05-21,PE,Peru,NA,Huancavelica,NA,NA,NA,NA,NA,-0.34
2020-05-21,PE,Peru,NA,Ica,NA,NA,NA,-0.79,-0.5,-0.63
2020-05-21,PE,Peru,NA,La Libertad,NA,NA,NA,-0.81,-0.47,-0.58
2020-05-21,PE,Peru,NA,Lima Region,NA,NA,NA,-0.75,-0.48,-0.57
2020-05-21,PE,Peru,NA,Madre de Dios,NA,NA,NA,-0.79,-0.43,-0.55
2020-05-21,PE,Peru,NA,Moquegua,NA,NA,NA,-0.73,-0.61,-0.65
2020-05-21,PE,Peru,NA,Piura,NA,NA,NA,-0.83,-0.61,-0.59
2020-05-21,PE,Peru,NA,San Martin,NA,NA,NA,-0.84,-0.41,-0.46
2020-05-21,PE,Peru,NA,Tumbes,NA,NA,NA,-0.75,-0.43,-0.58
2020-05-21,PH,Philippines,NA,Autonomous Region in Muslim Mindanao,NA,NA,NA,-0.34,-0.16,-0.13
2020-05-21,PH,Philippines,NA,Cagayan Valley,NA,NA,NA,-0.61,-0.27,0.25
2020-05-21,PH,Philippines,NA,Caraga,NA,NA,NA,-0.48,-0.27,-0.23
2020-05-21,PH,Philippines,NA,Central Visayas,NA,NA,NA,-0.71,-0.4,-0.49
2020-05-21,PH,Philippines,NA,Davao Region,NA,NA,NA,-0.58,-0.3,-0.37
2020-05-21,PH,Philippines,NA,Ilocos Region,NA,NA,NA,-0.66,-0.4,-0.39
2020-05-21,PH,Philippines,NA,Metro Manila,NA,NA,NA,-0.79,-0.38,-0.88
2020-05-21,PH,Philippines,NA,SOCCSKSARGEN,NA,NA,NA,-0.4,-0.28,-0.23
2020-05-21,PH,Philippines,NA,Zamboanga Peninsula,NA,NA,NA,-0.45,-0.28,-0.23
2020-05-21,PL,Poland,NA,Greater Poland Voivodeship,NA,NA,NA,-0.13,-0.03,0.77
2020-05-21,PL,Poland,NA,Lesser Poland Voivodeship,NA,NA,NA,-0.26,-0.12,-0.12
2020-05-21,PL,Poland,NA,Lublin Voivodeship,NA,NA,NA,-0.16,-0.06,0.09
2020-05-21,PL,Poland,NA,Masovian Voivodeship,NA,NA,NA,-0.22,-0.07,0.3
2020-05-21,PL,Poland,NA,Podkarpackie Voivodeship,NA,NA,NA,-0.14,-0.01,0.44
2020-05-21,PL,Poland,NA,Pomeranian Voivodeship,NA,NA,NA,-0.13,-0.05,0.8
2020-05-21,PL,Poland,NA,Swietokrzyskie,NA,NA,NA,-0.15,0.01,0.28
2020-05-21,PL,Poland,NA,West Pomeranian Voivodeship,NA,NA,NA,-0.07,-0.03,0.82
2020-05-21,PT,Portugal,NA,Aveiro District,NA,NA,NA,-0.35,-0.1,0.58
2020-05-21,PT,Portugal,NA,Beja District,NA,NA,NA,-0.38,-0.17,0.07
2020-05-21,PT,Portugal,NA,Bragança District,NA,NA,NA,-0.45,-0.15,0.18
2020-05-21,PT,Portugal,NA,Coimbra District,NA,NA,NA,-0.41,-0.17,-0.35
2020-05-21,PT,Portugal,NA,Guarda District,NA,NA,NA,-0.36,-0.1,-0.01
2020-05-21,PT,Portugal,NA,Lisbon,NA,NA,NA,-0.48,-0.22,-0.01
2020-05-21,PT,Portugal,NA,Portalegre District,NA,NA,NA,-0.37,-0.08,0.03
2020-05-21,PT,Portugal,NA,Santarém District,NA,NA,NA,-0.35,-0.11,0.16
2020-05-21,PT,Portugal,NA,Viana do Castelo District,NA,NA,NA,-0.37,-0.1,0.4
2020-05-21,PT,Portugal,NA,Viseu District,NA,NA,NA,-0.38,-0.15,0.1
2020-05-21,PR,Puerto Rico,NA,Adjuntas,NA,-0.3,NA,NA,NA,NA
2020-05-21,PR,Puerto Rico,NA,Aguadilla,NA,NA,NA,-0.47,-0.24,-0.47
2020-05-21,PR,Puerto Rico,NA,Aibonito,NA,NA,NA,NA,-0.18,NA
2020-05-21,PR,Puerto Rico,NA,Arroyo,NA,NA,NA,NA,-0.26,-0.67
2020-05-21,PR,Puerto Rico,NA,Barceloneta,NA,NA,NA,-0.47,-0.15,NA
2020-05-21,PR,Puerto Rico,NA,Bayamón,NA,NA,NA,-0.44,-0.14,-0.49
2020-05-21,PR,Puerto Rico,NA,Caguas,NA,NA,NA,-0.43,-0.2,-0.25
2020-05-21,PR,Puerto Rico,NA,Canóvanas,NA,NA,NA,-0.37,-0.05,NA
2020-05-21,PR,Puerto Rico,NA,Cataño,NA,NA,NA,-0.79,-0.33,-0.79
2020-05-21,PR,Puerto Rico,NA,Ceiba,NA,-0.35,NA,NA,NA,NA
2020-05-21,PR,Puerto Rico,NA,Cidra,NA,NA,NA,-0.29,-0.2,-0.59
2020-05-21,PR,Puerto Rico,NA,Comerío,NA,-0.25,NA,NA,NA,NA
2020-05-21,PR,Puerto Rico,NA,Dorado,NA,NA,NA,-0.36,NA,-0.42
2020-05-21,PR,Puerto Rico,NA,Florida,NA,-0.37,NA,NA,NA,NA
2020-05-21,PR,Puerto Rico,NA,Guayanilla,NA,NA,NA,NA,NA,-0.68
2020-05-21,PR,Puerto Rico,NA,Gurabo,NA,NA,NA,-0.33,-0.34,-0.62
2020-05-21,PR,Puerto Rico,NA,Hatillo,NA,NA,NA,-0.41,-0.29,NA
2020-05-21,PR,Puerto Rico,NA,Humacao,NA,NA,NA,-0.37,-0.25,-0.44
2020-05-21,PR,Puerto Rico,NA,Jayuya,NA,-0.45,NA,NA,NA,NA
2020-05-21,PR,Puerto Rico,NA,Juncos,NA,NA,NA,-0.32,-0.21,NA
2020-05-21,PR,Puerto Rico,NA,Lares,NA,NA,NA,-0.34,-0.28,-0.59
2020-05-21,PR,Puerto Rico,NA,Loíza,NA,NA,NA,-0.21,NA,-0.54
2020-05-21,PR,Puerto Rico,NA,Manatí,NA,NA,NA,-0.41,-0.2,NA
2020-05-21,PR,Puerto Rico,NA,Moca,NA,NA,NA,-0.28,-0.17,NA
2020-05-21,PR,Puerto Rico,NA,Naguabo,NA,NA,NA,NA,NA,-0.07
2020-05-21,PR,Puerto Rico,NA,Orocovis,NA,NA,NA,NA,NA,-0.65
2020-05-21,PR,Puerto Rico,NA,Peñuelas,NA,NA,NA,NA,-0.34,-0.81
2020-05-21,PR,Puerto Rico,NA,Quebradillas,NA,NA,NA,-0.58,NA,NA
2020-05-21,PR,Puerto Rico,NA,Río Grande,NA,NA,NA,-0.21,-0.28,-0.62
2020-05-21,PR,Puerto Rico,NA,Salinas,NA,NA,NA,-0.34,-0.24,-0.67
2020-05-21,PR,Puerto Rico,NA,San Juan,NA,NA,NA,-0.53,-0.29,-0.46
2020-05-21,PR,Puerto Rico,NA,San Sebastián,NA,NA,NA,-0.25,-0.24,-0.45
2020-05-21,PR,Puerto Rico,NA,Toa Alta,NA,NA,NA,-0.25,-0.09,NA
2020-05-21,PR,Puerto Rico,NA,Trujillo Alto,NA,NA,NA,-0.26,-0.15,NA
2020-05-21,PR,Puerto Rico,NA,Vega Alta,NA,NA,NA,-0.41,-0.14,-0.69
2020-05-21,PR,Puerto Rico,NA,Villalba,NA,-0.34,NA,NA,NA,NA
2020-05-21,PR,Puerto Rico,NA,Yauco,NA,NA,NA,-0.45,-0.12,-0.57
2020-05-21,RE,Réunion,NA,Saint-Denis,-0.74,NA,NA,NA,NA,NA
2020-05-21,RE,Réunion,NA,Saint-Pierre,NA,NA,NA,NA,NA,-0.79
2020-05-21,RO,Romania,NA,Alba County,NA,NA,NA,-0.21,0.08,-0.03
2020-05-21,RO,Romania,NA,Argeș County,NA,NA,NA,-0.21,0.01,-0.22
2020-05-21,RO,Romania,NA,Bihor County,NA,NA,NA,-0.21,0.05,-0.37
2020-05-21,RO,Romania,NA,Botoșani County,NA,NA,NA,-0.24,-0.02,0.26
2020-05-21,RO,Romania,NA,Brăila County,NA,NA,NA,-0.17,-0.01,-0.68
2020-05-21,RO,Romania,NA,Buzău County,NA,NA,NA,-0.13,-0.08,-0.11
2020-05-21,RO,Romania,NA,Cluj County,NA,NA,NA,-0.42,-0.15,-0.67
2020-05-21,RO,Romania,NA,Covasna County,NA,NA,NA,-0.26,-0.07,-0.48
2020-05-21,RO,Romania,NA,Dolj County,NA,NA,NA,-0.32,-0.13,-0.52
2020-05-21,RO,Romania,NA,Galați,NA,NA,NA,-0.27,0,-0.52
2020-05-21,RO,Romania,NA,Gorj County,NA,NA,NA,-0.29,-0.02,-0.54
2020-05-21,RO,Romania,NA,Hunedoara County,NA,NA,NA,-0.25,0.04,-0.48
2020-05-21,RO,Romania,NA,Iași County,NA,NA,NA,-0.36,-0.11,-0.35
2020-05-21,RO,Romania,NA,Maramureș County,NA,NA,NA,-0.28,-0.03,-0.29
2020-05-21,RO,Romania,NA,Mureș County,NA,NA,NA,-0.23,-0.03,-0.54
2020-05-21,RO,Romania,NA,Olt County,NA,NA,NA,-0.15,0.06,-0.56
2020-05-21,RO,Romania,NA,Satu Mare County,NA,NA,NA,-0.24,0.02,-0.21
2020-05-21,RO,Romania,NA,Suceava County,NA,NA,NA,-0.27,-0.08,0.05
2020-05-21,RO,Romania,NA,Teleorman County,NA,NA,NA,-0.14,0.01,0.06
2020-05-21,RO,Romania,NA,Tulcea County,NA,NA,NA,-0.05,-0.05,-0.54
2020-05-21,RO,Romania,NA,Vrancea County,NA,NA,NA,-0.13,0.03,0.06
2020-05-21,RW,Rwanda,NA,Eastern Province,NA,-0.23,NA,NA,NA,NA
2020-05-21,RW,Rwanda,NA,Northern Province,NA,-0.26,NA,NA,NA,NA
2020-05-21,RW,Rwanda,NA,Western Province,-0.51,-0.2,NA,NA,NA,NA
2020-05-21,SA,Saudi Arabia,NA,Al Bahah Province,NA,NA,NA,-0.11,0.34,-0.31
2020-05-21,SA,Saudi Arabia,NA,Al Madinah Province,NA,NA,NA,-0.52,-0.19,-0.65
2020-05-21,SA,Saudi Arabia,NA,Aseer Province,NA,NA,NA,-0.28,0.18,-0.38
2020-05-21,SA,Saudi Arabia,NA,Hail Province,NA,NA,NA,-0.38,-0.07,-0.62
2020-05-21,SA,Saudi Arabia,NA,Makkah Province,NA,NA,NA,-0.53,-0.16,-0.69
2020-05-21,SA,Saudi Arabia,NA,Northern Borders Province,NA,NA,NA,-0.33,0.1,NA
2020-05-21,SA,Saudi Arabia,NA,Tabuk Province,NA,NA,NA,-0.41,-0.1,-0.5
2020-05-21,SN,Senegal,NA,Dakar Region,NA,NA,NA,-0.45,-0.24,-0.53
2020-05-21,SN,Senegal,NA,Fatick Region,NA,NA,NA,NA,NA,-0.12
2020-05-21,SN,Senegal,NA,Kolda Region,NA,-0.08,NA,NA,NA,NA
2020-05-21,SN,Senegal,NA,Matam Region,NA,NA,NA,NA,NA,-0.16
2020-05-21,SN,Senegal,NA,Sédhiou Region,NA,NA,NA,NA,NA,-0.24
2020-05-21,SN,Senegal,NA,Thiès Region,NA,NA,NA,-0.33,-0.17,NA
2020-05-21,SK,Slovakia,NA,Banská Bystrica Region,NA,NA,NA,-0.22,0.04,0.49
2020-05-21,SK,Slovakia,NA,Košice Region,NA,NA,NA,-0.21,0,0.15
2020-05-21,SK,Slovakia,NA,Prešov Region,NA,NA,NA,-0.19,0.03,-0.08
2020-05-21,SK,Slovakia,NA,Trnava Region,NA,NA,NA,-0.19,0.08,1.05
2020-05-21,SI,Slovenia,NA,Administrative unit Maribor,NA,NA,NA,-0.03,-0.07,0.38
2020-05-21,SI,Slovenia,NA,Brežice,-0.66,-0.24,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Cerknica,NA,-0.24,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Dravograd,NA,-0.27,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Grosuplje,NA,NA,NA,NA,-0.18,NA
2020-05-21,SI,Slovenia,NA,Ilirska Bistrica,NA,-0.27,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Jesenice,NA,NA,NA,-0.1,-0.19,-0.61
2020-05-21,SI,Slovenia,NA,Koper,NA,NA,NA,-0.08,-0.09,0.29
2020-05-21,SI,Slovenia,NA,Kranj,NA,NA,NA,-0.03,-0.07,NA
2020-05-21,SI,Slovenia,NA,Laško,NA,-0.23,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Lendava,NA,-0.21,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Ljubljana,NA,NA,NA,-0.14,-0.13,0.34
2020-05-21,SI,Slovenia,NA,Logatec,-0.52,-0.23,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Municipality of Hrastnik,NA,-0.2,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Nova Gorica,NA,NA,NA,-0.18,-0.16,NA
2020-05-21,SI,Slovenia,NA,Ormož,NA,-0.23,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Piran,NA,NA,NA,NA,NA,-0.44
2020-05-21,SI,Slovenia,NA,Ptuj,NA,NA,NA,0.03,-0.01,NA
2020-05-21,SI,Slovenia,NA,Radovljica,NA,NA,NA,-0.11,-0.11,-0.14
2020-05-21,SI,Slovenia,NA,Ribnica,NA,-0.25,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Sevnica,NA,-0.21,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Slovenj Gradec,NA,NA,NA,NA,-0.11,NA
2020-05-21,SI,Slovenia,NA,Slovenske Konjice,NA,-0.26,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Trbovlje,NA,-0.22,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Tržič,NA,-0.21,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Vrhnika,NA,-0.27,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Črnomelj,NA,-0.22,NA,NA,NA,NA
2020-05-21,SI,Slovenia,NA,Škofja Loka,NA,NA,NA,NA,-0.94,NA
2020-05-21,SI,Slovenia,NA,Žalec,NA,NA,NA,NA,-0.07,NA
2020-05-21,ZA,South Africa,NA,Eastern Cape,NA,NA,NA,-0.45,-0.21,-0.12
2020-05-21,ZA,South Africa,NA,Gauteng,NA,NA,NA,-0.47,-0.22,-0.45
2020-05-21,ZA,South Africa,NA,Limpopo,NA,NA,NA,-0.38,-0.27,-0.02
2020-05-21,ZA,South Africa,NA,North West,NA,NA,NA,-0.45,-0.27,-0.11
2020-05-21,ZA,South Africa,NA,Western Cape,NA,NA,NA,-0.58,-0.32,-0.64
2020-05-21,ES,Spain,NA,andalusia,NA,NA,NA,-0.53,-0.21,-0.18
2020-05-21,ES,Spain,NA,Asturias,NA,NA,NA,-0.48,-0.12,0.51
2020-05-21,ES,Spain,NA,Basque Country,NA,NA,NA,-0.52,-0.09,0.34
2020-05-21,ES,Spain,NA,Cantabria,NA,NA,NA,-0.5,-0.13,0.5
2020-05-21,ES,Spain,NA,Castile-La Mancha,NA,NA,NA,-0.53,-0.2,-0.14
2020-05-21,ES,Spain,NA,Ceuta,NA,NA,NA,-0.59,-0.29,-0.42
2020-05-21,ES,Spain,NA,Extremadura,NA,NA,NA,-0.54,-0.2,-0.1
2020-05-21,ES,Spain,NA,La Rioja,NA,NA,NA,-0.47,-0.16,0.14
2020-05-21,ES,Spain,NA,Navarre,NA,NA,NA,-0.47,-0.07,0.22
2020-05-21,ES,Spain,NA,Valencian Community,NA,NA,NA,-0.51,-0.2,-0.09
2020-05-21,SE,Sweden,NA,Blekinge County,NA,NA,NA,-0.11,0.02,0.16
2020-05-21,SE,Sweden,NA,Gavleborg County,NA,NA,NA,-0.25,-0.01,0.27
2020-05-21,SE,Sweden,NA,Halland County,NA,NA,NA,0.08,0.12,0.61
2020-05-21,SE,Sweden,NA,Jonkoping County,NA,NA,NA,-0.19,0.01,0.71
2020-05-21,SE,Sweden,NA,Kronoberg County,NA,NA,NA,-0.27,0.03,NA
2020-05-21,SE,Sweden,NA,Skåne County,NA,NA,NA,-0.1,0.01,3.38
2020-05-21,SE,Sweden,NA,Södermanland County,NA,NA,NA,-0.03,0.07,0.63
2020-05-21,SE,Sweden,NA,Varmland County,NA,NA,NA,-0.29,-0.05,1.19
2020-05-21,SE,Sweden,NA,Västernorrland County,NA,NA,NA,-0.32,-0.02,0.03
2020-05-21,SE,Sweden,NA,Västra Götaland County,NA,NA,NA,-0.21,0.03,4.13
2020-05-21,SE,Sweden,NA,Östergötland County,NA,NA,NA,-0.12,0.04,1.3
2020-05-21,CH,Switzerland,NA,Aargau,NA,NA,NA,-0.58,-0.72,1.69
2020-05-21,CH,Switzerland,NA,Appenzell Innerrhoden,NA,-0.77,NA,NA,NA,NA
2020-05-21,CH,Switzerland,NA,Basel-Landschaft,NA,NA,NA,-0.62,-0.74,-0.17
2020-05-21,CH,Switzerland,NA,Canton of Zug,NA,NA,NA,-0.63,-0.74,NA
2020-05-21,CH,Switzerland,NA,Geneva,NA,NA,NA,-0.69,-0.75,0.26
2020-05-21,CH,Switzerland,NA,Grisons,NA,NA,NA,-0.51,-0.7,1.63
2020-05-21,CH,Switzerland,NA,Lucerne,NA,NA,NA,-0.52,-0.7,0.9
2020-05-21,CH,Switzerland,NA,Nidwalden,NA,NA,NA,NA,NA,0.15
2020-05-21,CH,Switzerland,NA,Schaffhausen,NA,NA,NA,-0.5,-0.66,NA
2020-05-21,CH,Switzerland,NA,Solothurn,NA,NA,NA,-0.47,-0.76,-0.08
2020-05-21,CH,Switzerland,NA,Thurgau,NA,NA,NA,-0.48,-0.81,0.71
2020-05-21,CH,Switzerland,NA,Uri,0.41,-0.81,NA,NA,NA,NA
2020-05-21,CH,Switzerland,NA,Vaud,NA,NA,NA,-0.52,-0.69,1.79
2020-05-21,TZ,Tanzania,NA,Arusha Region,NA,NA,NA,-0.2,-0.21,-0.28
2020-05-21,TZ,Tanzania,NA,Dodoma Region,NA,NA,NA,-0.13,NA,NA
2020-05-21,TZ,Tanzania,NA,Iringa Region,-0.05,-0.3,NA,NA,NA,NA
2020-05-21,TZ,Tanzania,NA,Kigoma Region,NA,0.02,NA,NA,NA,NA
2020-05-21,TZ,Tanzania,NA,Mara Region,-0.05,0.03,NA,NA,NA,NA
2020-05-21,TZ,Tanzania,NA,Mjini Magharibi Region,NA,NA,NA,-0.33,0.17,-0.39
2020-05-21,TZ,Tanzania,NA,Mtwara Region,NA,-0.04,NA,NA,NA,NA
2020-05-21,TZ,Tanzania,NA,Njombe Region,NA,0.1,NA,NA,NA,NA
2020-05-21,TZ,Tanzania,NA,Ruvuma Region,NA,0.09,NA,NA,NA,NA
2020-05-21,TZ,Tanzania,NA,Singida Region,NA,-0.08,NA,NA,NA,NA
2020-05-21,TZ,Tanzania,NA,Tanga Region,0.01,-0.05,NA,NA,NA,NA
2020-05-21,BS,Bahamas,NA,Freeport,NA,NA,NA,-0.44,-0.09,NA
2020-05-21,BS,Bahamas,NA,West Grand Bahama,NA,NA,NA,NA,NA,-0.12
2020-05-21,TG,Togo,NA,Kara Region,NA,NA,NA,NA,NA,-0.4
2020-05-21,TG,Togo,NA,Plateaux Region,NA,-0.19,NA,NA,NA,NA
2020-05-21,TR,Turkey,NA,Adana,NA,NA,NA,-0.26,0.25,0.06
2020-05-21,TR,Turkey,NA,Afyonkarahisar,NA,NA,NA,-0.35,0.27,0.2
2020-05-21,TR,Turkey,NA,Amasya,NA,NA,NA,-0.27,0.33,0.44
2020-05-21,TR,Turkey,NA,Antalya,NA,NA,NA,-0.42,0.1,-0.3
2020-05-21,TR,Turkey,NA,Artvin,NA,NA,NA,-0.37,-0.2,0.01
2020-05-21,TR,Turkey,NA,Ağrı,NA,NA,NA,-0.26,0.98,NA
2020-05-21,TR,Turkey,NA,Bartın,NA,NA,NA,-0.43,0.13,0.01
